[22:53:36	]Mao Zheng Tao s'est connecté.
[22:57:11	]Mao Zheng Tao créé le personnage 'AxeL [ Equipe Animation / Narration ]'
[22:57:11	]Mao Zheng Tao chargé le personnage 'AxeL [ Equipe Animation / Narration ]'
[22:57:11	]AxeL [ Equipe Animation / Narration ] a gagné un 'Brassard - Gris' #197754.
[22:57:11	]AxeL [ Equipe Animation / Narration ] a gagné un '# Carte CID n° : 07337' #197755.
[22:57:11	]AxeL [ Equipe Animation / Narration ] a gagné un 'Combinaison rouge' #197756.
[22:57:11	]AxeL [ Equipe Animation / Narration ] a gagné un 'Pantalon de combinaison noir' #197757.
[22:57:11	]AxeL [ Equipe Animation / Narration ] a gagné un 'Bottes en cuir marron' #197758.
[22:57:11	]AxeL [ Equipe Animation / Narration ] a gagné un 'Lunettes' #197759.
[22:57:16	]AxeL [ Equipe Animation / Narration ] a activé le mode observateur.
[22:57:17	]AxeL [ Equipe Animation / Narration ] a désactivé le mode observateur à son point d'origine.
[22:57:29	]AxeL [ Equipe Animation / Narration ] a exécuté 'Equip' sur l'article 'Brassard - Gris' (#197754)
[22:57:33	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Brassard - Gris' (#197754)
[22:57:33	]AxeL [ Equipe Animation / Narration ] a perdu un 'Brassard - Gris' #197754.
[22:57:36	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : remove
[22:57:44	]AxeL [ Equipe Animation / Narration ] s'est give armband_white.
[22:57:44	]AxeL [ Equipe Animation / Narration ] a gagné un 'Brassard - Blanc' #197760.
[22:57:47	]AxeL [ Equipe Animation / Narration ] s'est give shoes_dress_shoes.
[22:57:47	]AxeL [ Equipe Animation / Narration ] a gagné un 'Chaussures habillées' #197761.
[22:58:01	]AxeL [ Equipe Animation / Narration ] s'est give cca_legs_elephant.
[22:58:01	]AxeL [ Equipe Animation / Narration ] a gagné un 'Pantalon de chasseur d'éléphants' #197762.
[22:58:03	]AxeL [ Equipe Animation / Narration ] s'est give cca_elephant.
[22:58:03	]AxeL [ Equipe Animation / Narration ] a gagné un 'Chasseur d'éléphants' #197763.
[22:58:22	]AxeL [ Equipe Animation / Narration ] s'est give cca_legs_savoy.
[22:58:22	]AxeL [ Equipe Animation / Narration ] a gagné un 'Pantalon Savoie' #197764.
[22:58:24	]AxeL [ Equipe Animation / Narration ] s'est give cca_savoy.
[22:58:24	]AxeL [ Equipe Animation / Narration ] a gagné un 'Le savoyard bleu' #197765.
[22:58:35	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Pantalon de combinaison noir' (#197757)
[22:58:35	]AxeL [ Equipe Animation / Narration ] a perdu un 'Pantalon de combinaison noir' #197757.
[22:58:36	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Combinaison rouge' (#197756)
[22:58:36	]AxeL [ Equipe Animation / Narration ] a perdu un 'Combinaison rouge' #197756.
[22:58:37	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Bottes en cuir marron' (#197758)
[22:58:37	]AxeL [ Equipe Animation / Narration ] a perdu un 'Bottes en cuir marron' #197758.
[22:58:37	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Pantalon de chasseur d'éléphants' (#197762)
[22:58:37	]AxeL [ Equipe Animation / Narration ] a perdu un 'Pantalon de chasseur d'éléphants' #197762.
[22:58:38	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Chasseur d'éléphants' (#197763)
[22:58:38	]AxeL [ Equipe Animation / Narration ] a perdu un 'Chasseur d'éléphants' #197763.
[22:58:40	]AxeL [ Equipe Animation / Narration ] a exécuté 'Equip' sur l'article 'Brassard - Blanc' (#197760)
[22:58:42	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : remove
[22:58:43	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : remove
[22:58:44	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : remove
[22:58:45	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : remove
[22:58:46	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : remove
[22:58:51	]AxeL [ Equipe Animation / Narration ] s'est give aviators.
[22:58:51	]AxeL [ Equipe Animation / Narration ] a gagné un 'Lunettes d'aviateur' #197766.
[22:58:56	]AxeL [ Equipe Animation / Narration ] a exécuté 'drop' sur l'article 'Lunettes' (#197759)
[22:58:56	]AxeL [ Equipe Animation / Narration ] a perdu un 'Lunettes' #197759.
[22:58:59	]AxeL [ Equipe Animation / Narration ] a utilisé une option de menu contextuel portant ce nom : rb655_dissolve
[22:59:00	]AxeL [ Equipe Animation / Narration ] a activé le mode observateur.
[22:59:01	]env_entity_dissolver détruit un 'Lunettes' #197759.
[22:59:02	]AxeL [ Equipe Animation / Narration ] a désactivé le mode observateur à son point d'origine.
[22:59:47	]AxeL [ Equipe Animation / Narration ] a activé le mode observateur.
